Source,Target,Sigmoid
88510431,34302698,0.8807970779778823
76991633,3678731,0.7310585786300049
52855516,6780767,0.9820137900379085
65585556,16563587,0.7310585786300049
65585556,11225014,0.9975273768433653
73384279,75104123,0.7310585786300049
63097460,75404146,0.9999938558253978
49970642,321278,0.9525741268224334
39487546,37144575,0.9996646498695336
44264925,41881900,0.9975273768433653
71948498,22442668,0.8807970779778823
80643958,81120794,0.9820137900379085
31696383,7053637,0.9990889488055994
61886109,3678731,0.9933071490757153
27193779,321278,0.7310585786300049
74005806,46891997,0.9996646498695336
23977402,488514,0.9525741268224334
321278,11167738,0.7310585786300049
1695406,1695405,0.8807970779778823
71995937,90622364,0.7310585786300049
39534043,29891188,0.7310585786300049
1864233,1864194,0.9999999999997455
13322751,15253684,0.7310585786300049
20789757,2441517,0.7310585786300049
16180304,36371959,0.9975273768433653
78930746,65914086,0.9525741268224334
88013053,7691631,0.9990889488055994
6093316,20929025,0.9999999999981204
12256376,67763937,0.9999998874648379
41881900,47341961,0.9999999586006244
24612415,3149845,0.7310585786300049
12256376,78882584,0.9999938558253978
34138622,33653601,0.8807970779778823
11180687,33822149,0.9525741268224334
17728164,93444615,1.0
59059605,68243930,0.8807970779778823
98574889,15062869,0.8807970779778823
81263716,10851820,0.7310585786300049
23404839,9384267,0.7310585786300049
23404839,42712762,0.7310585786300049
14562056,27193779,0.7310585786300049
13111393,13111330,0.9525741268224334
49580851,17803236,0.7310585786300049
49598840,36960293,0.9999991684719722
93970319,85839930,0.7310585786300049
26931359,60882381,0.9525741268224334
75104123,11672345,0.7310585786300049
63891310,53175327,0.9990889488055994
42789514,52855516,0.8807970779778823
32106837,75130658,0.8807970779778823
91851756,7691631,0.9996646498695336
83259743,73824736,0.999983298578152
83259743,54260706,0.9525741268224334
53238813,52855516,0.8807970779778823
31492490,21347346,0.9999999999622486
19816973,51688289,0.8807970779778823
55836470,38371381,0.9525741268224334
2436255,67210187,0.9933071490757153
66946633,33568214,0.7310585786300049
75605874,33568214,0.7310585786300049
71390195,75104123,0.7310585786300049
2812668,24474126,0.7310585786300049
41881900,49946255,0.9999546021312976
54725435,20580498,0.9975273768433653
22321368,12499251,0.7310585786300049
86608918,20773773,0.7310585786300049
43900403,45644532,0.9933071490757153
69093816,33450119,0.9820137900379085
77958451,37496521,0.9525741268224334
2835111,37489525,0.8807970779778823
91921249,78004826,0.7310585786300049
24517087,8629417,0.8807970779778823
84216678,1362490,0.8807970779778823
5532320,25003905,0.8807970779778823
45717250,70730339,0.8807970779778823
16563587,11225014,0.9820137900379085
29675401,21347346,0.7310585786300049
79149882,41103286,0.9999546021312976
33634359,46297649,0.999997739675702
46918116,33015583,0.7310585786300049
17728164,93446083,0.9525741268224334
41881900,3829192,0.8807970779778823
61140006,41881900,0.9975273768433653
42412978,2296970,0.7310585786300049
51613745,83716883,0.7310585786300049
90259571,23096959,0.7310585786300049
62091339,23059575,0.9525741268224334
88486475,2293158,0.8807970779778823
54030871,20484506,0.7310585786300049
20580498,6838921,0.8807970779778823
15974409,36261810,0.7310585786300049
42408804,53363324,0.8807970779778823
27729907,27729880,0.8807970779778823
14329321,7691631,0.7310585786300049
24947768,27388642,0.7310585786300049
71273582,27388642,0.7310585786300049
91851756,88013053,0.9933071490757153
64431348,27729926,0.9525741268224334
1409621,1385122,0.9820137900379085
20580498,53954979,0.9820137900379085
29099181,59787605,0.9996646498695336
69933802,1090311,0.7310585786300049
40213809,66836598,0.9999546021312976
17728164,93446113,0.8807970779778823
35951404,54984270,0.9525741268224334
71393664,15901046,0.7310585786300049
45875786,13310568,0.7310585786300049
40213208,39911647,0.7310585786300049
53705100,7691631,0.7310585786300049
49970642,68416554,0.9820137900379085
20580498,57939112,0.9999999999999065
82339533,20801558,0.7310585786300049
15045751,7691631,0.9525741268224334
29663639,3301400,0.7310585786300049
45717250,20773773,0.9990889488055994
7691631,88013053,0.999997739675702
3638964,16316451,0.7310585786300049
54503347,49598840,0.9525741268224334
9489902,51474893,0.7310585786300049
13384052,1446467,0.9525741268224334
46743486,30769761,0.7310585786300049
15923295,640534,0.7310585786300049
26516210,50212516,0.8807970779778823
35951404,31492490,0.9990889488055994
48004987,16563587,0.9999546021312976
943149,35446456,0.7310585786300049
93444615,17728164,1.0
3827595,54980593,0.8807970779778823
1446467,54980593,0.9933071490757153
96907873,39840932,0.9525741268224334
50686005,27388642,0.7310585786300049
36535156,6093316,0.8807970779778823
16563587,23096959,0.7310585786300049
45129706,18743342,0.7310585786300049
49013638,79377628,0.8807970779778823
64838142,64732358,0.9999999979388463
30652354,65794292,0.7310585786300049
53175327,791477,0.999999694097773
20785986,23330903,0.7310585786300049
37064937,1181927,0.7310585786300049
17728164,93446097,0.7310585786300049
89718965,49643229,0.9820137900379085
73964895,321278,0.7310585786300049
27729880,45717250,0.8807970779778823
19390712,2006876,0.9525741268224334
60344592,41724213,0.7310585786300049
10126908,9325315,0.8807970779778823
20580498,57333709,0.9999999999993086
17728164,93446042,1.0
56676264,45993428,0.8807970779778823
64991887,30892477,0.8807970779778823
88182238,69277020,0.7310585786300049
8594752,321278,0.7310585786300049
29195078,20343475,0.7310585786300049
22855240,39093389,0.9820137900379085
17728164,93446075,0.9999999999999953
61813823,299862,0.7310585786300049
12256376,14562056,1.0
342869,1430734,0.7310585786300049
6093316,36535156,0.8807970779778823
41881900,44264925,0.9975273768433653
86610729,20773773,0.8807970779778823
2523341,64340188,0.7310585786300049
21347346,54984270,0.8807970779778823
41881900,20929025,1.0
69618902,11167738,0.9996646498695336
7804910,5532320,0.8807970779778823
26836182,23096959,0.7310585786300049
4137249,481872,0.8807970779778823
11061773,27193779,0.7310585786300049
51556828,7691631,0.9990889488055994
68243930,59059605,0.8807970779778823
16523712,747698,0.9525741268224334
63640204,93328530,0.8807970779778823
73824736,54260706,0.7310585786300049
7691631,23096959,0.8807970779778823
