Source,Target,Sigmoid
42712762,17592572,0.9999546021312976
44350607,20580498,0.999983298578152
1283503,27193779,0.7310585786300049
8962829,10064545,0.9525741268224334
6884056,1460385,0.7310585786300049
31492490,29137950,0.9999999847700205
19205896,29261473,0.7310585786300049
671825,507775,0.7310585786300049
692146,28710753,0.7310585786300049
3342055,27193779,0.8807970779778823
34819734,34762920,0.9820137900379085
35573790,34819734,0.9525741268224334
39520630,35068524,0.8807970779778823
20580498,36960321,0.9975273768433653
41881900,27193779,0.9820137900379085
46514723,32487306,0.9525741268224334
7691631,36960321,0.9999999999999993
40659127,47710641,0.9525741268224334
1133930,23254194,0.7310585786300049
7061640,206084,0.7310585786300049
11778024,45589754,0.7310585786300049
29620400,16241224,0.9990889488055994
3483944,206084,0.8807970779778823
38003903,41516944,0.7310585786300049
11061773,5787025,0.9820137900379085
8685799,11939484,0.7310585786300049
11939484,8685799,0.7310585786300049
25652980,27562508,0.7310585786300049
29455960,43796926,0.9999546021312976
42789514,42769750,0.9820137900379085
41835935,41516944,0.7310585786300049
39595597,32023078,0.8807970779778823
27483832,27051771,0.9820137900379085
206084,4106792,0.9933071490757153
19550310,6235174,0.9933071490757153
48965323,47890478,0.7310585786300049
29102367,4950187,0.9525741268224334
7705565,8514,0.7310585786300049
7691631,49029588,0.9999999999999656
49029588,7691631,0.9999991684719722
39487546,37144575,1.0
8629417,18402447,0.9933071490757153
7691631,28366058,0.999983298578152
41881900,47341961,1.0
20580498,9998516,0.9525741268224334
34546968,5532320,0.9525741268224334
44812516,49135663,0.8807970779778823
43754052,12256376,0.7310585786300049
23928410,43524551,0.9990889488055994
28059353,20929025,0.8807970779778823
33943829,5532320,0.7310585786300049
36960293,36960321,0.9975273768433653
41881900,37829238,0.8807970779778823
1695406,23652126,0.8807970779778823
6498492,10270250,0.7310585786300049
31267813,42006308,0.7310585786300049
21052744,6296790,0.9820137900379085
30941129,19872239,0.8807970779778823
37616442,21943147,0.7310585786300049
37942816,6498492,0.8807970779778823
2968000,3557653,0.9975273768433653
16369511,321278,0.7310585786300049
43718196,5694513,0.7310585786300049
27576132,5694513,0.7310585786300049
9325315,10126908,0.9933071490757153
26634225,26229585,0.7310585786300049
24195339,44591594,0.7310585786300049
34092787,30982112,0.7310585786300049
38386462,11061773,0.8807970779778823
11061773,38386462,0.7310585786300049
23766683,33791453,0.9820137900379085
45704630,44639329,0.8807970779778823
206084,3483944,0.8807970779778823
21088356,1424470,0.9525741268224334
20929025,41881900,0.9975273768433653
5281935,13124802,0.8807970779778823
30379674,4164482,0.7310585786300049
24657889,11969507,0.9820137900379085
45632603,19872456,0.9975273768433653
